Title,Location,Price,Area,Room
House Leidsegracht 55,1017 NB Amsterdam (Grachtengordel-Zuid),"€5,000 per month",190 m²,190 m²
Apartment Hoogstraat 8,1391 BS Abcoude (Abcoude-Noordoost),"€1,250 per month",100 m²,100 m²
Apartment Jan van Zutphenstraat,1069 RS Amsterdam (Osdorp-Midden),€835 per month,77 m²,77 m²
Apartment Mariastraat 43,2595 GL Den Haag (Bezuidenhout-Midden),"€1,250 per month",67 m²,67 m²
Apartment Dalsteindreef,"1102 XA Amsterdam (Bijlmer Centrum (D,F,H))","€1,031 per month",44 m²,44 m²
House Dorpsplein,5561 AV Riethoven (Dorpsstraat e.o.),"€1,795 per month",152 m²,152 m²
House Dillenburgstraat,4835 EC Breda (Ginneken),"€1,750 per month",110 m²,110 m²
Apartment Spoorlaan,5461 JX Veghel (Koolenkampen en Iepenlaan),"€1,250 per month",120 m²,120 m²
Apartment Kikkenstein 3135,"1104 TN Amsterdam (Bijlmer Oost (E,G,K))","€2,000 per month",97 m²,97 m²
House Arkplein 100,1826 DM Alkmaar (De Horn-Zuid),"€1,400 per month",110 m²,110 m²
Apartment Postelstraat,5211 EA Den Bosch (Binnenstad-Centrum),"€1,750 per month",120 m²,120 m²
Apartment Jan van der Heijdenstraat,1223 BG Hilversum (Electrobuurt),€950 per month,65 m²,65 m²
Apartment Lauriergracht 128 A,1016 RS Amsterdam (Jordaan),"€2,500 per month",90 m²,90 m²
House De Mommers,5581 AL Waalre (Waalre),"€1,600 per month",110 m²,110 m²
Apartment Kralendijkkade,2315 ZA Leiden (De Kooi),"€1,095 per month",50 m²,50 m²
Apartment Neptunuskade,2314 CN Leiden (Roomburg),"€1,650 per month",115 m²,115 m²
House Zijlsingel,2315 KB Leiden (De Waard),"€1,450 per month",74 m²,74 m²
Apartment Koningin Astrid Boulevard,2202 BE Noordwijk (Villawijk-Zuid),"€1,135 per month",50 m²,50 m²
Apartment Plantsoen 24 B,9367 PK De Wilp (De Wilp (gedeeltelijk)),€550 per month,51 m²,51 m²
Apartment Floris Heermalestraat 13 bis,3514 VV Utrecht (Tuinwijk-Oost),"€1,675 per month",109 m²,109 m²
Apartment Schenkkade 210 A,2595 AT Den Haag (Bezuidenhout-Midden),€900 per month,74 m²,74 m²
Apartment Gooimeerpromenade 5,1277 ES Huizen (Filosofenbuurt),"€1,700 per month",100 m²,100 m²
Apartment Tuinbouwstraat,9717 JJ Groningen (Noorderplantsoenbuurt),"€1,595 per month",100 m²,100 m²
Apartment Herengracht 40 B,2511 EJ Den Haag (Voorhout),€990 per month,38 m²,38 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Onze Lieve Vrouwestraat,4735 AA Zegge (Zegge),€895 per month,149 m²,149 m²
Apartment Beelstraat 64,3066 TL Rotterdam (Prinsenland),"€1,500 per month",100 m²,100 m²
House Uilecotenweg,5324 JT Ammerzoden (Ammerzoden),"€1,950 per month",150 m²,150 m²
Apartment Spilsteeg 3,2311 KA Leiden (Levendaal-Oost),€900 per month,25 m²,25 m²
House Laarzenmakerstraat,4813 LS Breda (Princenhage),"€1,295 per month",120 m²,120 m²
Apartment Wierdsmaplein,3072 MJ Rotterdam (Kop van Zuid),"€1,850 per month",87 m²,87 m²
House Sibculobrink,7544 AB Enschede (Wesselerbrink Noord-West),"€1,235 per month",148 m²,148 m²
Apartment Zuidhoek,3082 PR Rotterdam (Oud Charlois),"€1,195 per month",102 m²,102 m²
Apartment Veilinghavenkade,3521 AT Utrecht (Dichterswijk),"€1,400 per month",73 m²,73 m²
House C. van Eesterenplein,1333 KS Almere (Bouwmeesterbuurt),"€1,395 per month",125 m²,125 m²
Apartment Nieuwe Binnenweg,3014 GJ Rotterdam (Oude Westen),€900 per month,41 m²,41 m²
Apartment Swammerdamsingel 19 A,3112 RE Schiedam (Rotterdamsedijk),"€1,295 per month",78 m²,78 m²
Apartment Lepelaarsingel,3083 KP Rotterdam (Carnisse),€825 per month,45 m²,45 m²
Apartment Celebesstraat 143,9715 JE Groningen (Indische buurt),€950 per month,45 m²,45 m²
Apartment Utrechtsedwarsstraat 144 C,1017 WK Amsterdam (De Weteringschans),"€2,650 per month",80 m²,80 m²
Apartment H. Gerhardstraat,1069 TD Amsterdam (Osdorp-Midden),"€2,500 per month",115 m²,115 m²
House Leeghwaterstraat,1221 BC Hilversum (Geuzenbuurt),"€1,725 per month",93 m²,93 m²
Apartment Woenselsestraat,5623 ED Eindhoven (Rapenland),€755 per month,18 m²,18 m²
Apartment Van Hogenhoucklaan,2596 TC Den Haag (Waalsdorp),"€2,000 per month",126 m²,126 m²
Apartment Tholensestraat,2583 NR Den Haag (Duindorp),"€1,100 per month",63 m²,63 m²
Apartment Koningin Emmakade,2518 RN Den Haag (Koningsplein en omgeving),€725 per month,32 m²,32 m²
Apartment Maaswijkstraat,2586 CD Den Haag (Scheveningen Badplaats),€725 per month,25 m²,25 m²
Apartment Haarlemmerdijk,1013 KH Amsterdam (Haarlemmerbuurt),"€1,675 per month",50 m²,50 m²
Apartment Govert Flinckstraat,1073 CH Amsterdam (Oude Pijp),"€2,950 per month",95 m²,95 m²
Apartment Govert Flinckstraat,1073 CH Amsterdam (Oude Pijp),"€2,300 per month",85 m²,85 m²
Apartment Govert Flinckstraat,1073 CH Amsterdam (Oude Pijp),"€2,300 per month",85 m²,85 m²
Apartment Govert Flinckstraat,1073 CH Amsterdam (Oude Pijp),"€2,300 per month",85 m²,85 m²
Studio Nijverstraat,5041 AH Tilburg (Theresia Oost),€525 per month,18 m²,18 m²
Apartment Marco Polostraat 201 1,1057 WK Amsterdam (Hoofdweg e.o.),"€1,575 per month",50 m²,50 m²
Apartment Breedstraat,1811 HE Alkmaar (Binnenstad-West),€925 per month,40 m²,40 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
Apartment Klarestraat,6811 DR Arnhem (Markt),€950 per month,62 m²,62 m²
House Tudderenderweg,6137 CC Sittard (Stadbroek),€600 per month,75 m²,75 m²
Apartment Kalverstraat 6 bis,3512 TR Utrecht (Breedstraat en Plompetorengracht en omgeving),"€1,295 per month",55 m²,55 m²
Apartment Navanderstraat,3039 VL Rotterdam (Blijdorp),"€1,350 per month",57 m²,57 m²
Apartment Lange Lombardstraat,2512 VP Den Haag (Kortenbos),€711 per month,35 m²,35 m²
Room Academiesingel,4811 AD Breda (Station),€475 per month,18 m²,18 m²
Apartment Herengracht 40,2511 EJ Den Haag (Voorhout),"€1,100 per month",57 m²,57 m²
Apartment Hendrik Westerstraat,9791 CT Ten Boer (Ten Boer Dorp),"€1,195 per month",61 m²,61 m²
Apartment Hereplein 194,9711 GB Groningen (Binnenstad-Zuid),"€1,100 per month",65 m²,65 m²
Apartment Utrechtsedwarsstraat 140 1,1017 WK Amsterdam (De Weteringschans),"€2,950 per month",106 m²,106 m²
House Carel Fabritiuslaan 54,1181 TE Amstelveen (Elsrijk Oost),"€1,850 per month",82 m²,82 m²
Room Zwanenstraat,6811 DD Arnhem (Markt),€302 per month,12 m²,12 m²
Apartment Maaswijkstraat,2586 CD Den Haag (Scheveningen Badplaats),€725 per month,35 m²,35 m²
Apartment Korte Meerhuizenstraat,1078 TL Amsterdam (IJselbuurt),"€1,750 per month",67 m²,67 m²
Apartment Woestduinstraat,1058 TJ Amsterdam (Hoofddorppleinbuurt),"€1,600 per month",52 m²,52 m²
Apartment Kees Broekmanstraat 54,1095 MS Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,285 per month",69 m²,69 m²
Apartment IJdoornlaan 251 D1,1024 KM Amsterdam (Waterlandpleinbuurt),"€1,355 per month",122 m²,122 m²
Apartment Arnhemsebovenweg,3971 MK Driebergen-Rijsenburg (Drift-Sportlaan en Bornia),"€1,630 per month",148 m²,148 m²
Apartment Pannekoekstraat,3011 LG Rotterdam (Stadsdriehoek),"€1,295 per month",71 m²,71 m²
Apartment Johannes van der Waalsstraat 66 I,1098 PR Amsterdam (Middenmeer),"€1,950 per month",72 m²,72 m²
House Kadelaan 10 B,2725 BL Zoetermeer (De Leyens),€835 per month,54 m²,54 m²
Apartment Rederserf,2586 KE Den Haag (Scheveningen Badplaats),"€1,450 per month",70 m²,70 m²
Apartment Prinses Mariestraat 7 F,2514 KC Den Haag (Willemspark),"€2,250 per month",113 m²,113 m²
Apartment Nieuwe Prinsengracht,1018 XJ Amsterdam (Weesperbuurt/Plantage),"€1,750 per month",41 m²,41 m²
Apartment Van Leijenberghlaan 391 4,1082 GK Amsterdam (Buitenveldert-Oost),"€1,700 per month",77 m²,77 m²
Room Schoolstraat 25 Kamer 9,3742 CC Baarn (Centrum),€615 per month,30 m²,30 m²
Apartment Polderstraat,3074 XG Rotterdam (Hillesluis),"€1,395 per month",91 m²,91 m²
House Klinkenbeltsweg,7413 SK Deventer (Rode Dorp),"€1,100 per month",122 m²,122 m²
Apartment Tolstraat,1073 SB Amsterdam (Zuid Pijp),"€2,350 per month",80 m²,80 m²
Apartment Lisdodde 22,7601 VA Almelo (Riet Noord),€750 per month,60 m²,60 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Apartment Korvelseweg,5025 JB Tilburg (Sint Anna Zuid),€751 per month,34 m²,34 m²
Apartment Plantage Muidergracht 178,1018 TW Amsterdam (Weesperbuurt/Plantage),"€1,850 per month",68 m²,68 m²
Apartment Begijnenstraat,5341 BJ Oss (Centrum-Noord),€790 per month,44 m²,44 m²
Apartment Bredaseweg,4702 KV Roosendaal (Spoorstraat-Van Coothlaan),€750 per month,49 m²,49 m²
Apartment Henri Hermanslaan,6162 GM Geleen (Geleen-Noord),€795 per month,82 m²,82 m²
Apartment Pieter Baststraat 28 2,1071 TX Amsterdam (Museumkwartier),"€1,750 per month",55 m²,55 m²
Apartment Willemstraat,3511 RK Utrecht (Wijk C),"€1,150 per month",55 m²,55 m²
Apartment Eerste Helmersstraat,1054 DW Amsterdam (Helmersbuurt),"€1,695 per month",60 m²,60 m²
House Minervalaan 68 II,1077 PE Amsterdam (Apollobuurt),"€1,690 per month",94 m²,94 m²
Apartment Jacob Burggraafstraat 84 HS,1018 WA Amsterdam (Oostelijke Eilanden/Kadijken),"€1,750 per month",78 m²,78 m²
Apartment Lauriergracht 45 B,1016 RG Amsterdam (Jordaan),"€2,500 per month",99 m²,99 m²
Apartment Schuitengat 1 c,2042 TJ Zandvoort (Boulevard Midden),"€1,200 per month",63 m²,63 m²
Apartment Ceintuurbaan 246,1403 AM Bussum (Ooster Eng-Noord),"€1,350 per month",88 m²,88 m²
Apartment John Blankensteinstraat 127 B,1095 MB Amsterdam (Zeeburgereiland/Nieuwe Diep),"€1,250 per month",50 m²,50 m²
Apartment Postjeskade 225 I,1058 DW Amsterdam (Westindische Buurt),"€1,450 per month",64 m²,64 m²
Apartment Boterdiepstraat 38 I,1079 SX Amsterdam (Rijnbuurt),"€1,650 per month",55 m²,55 m²
Apartment Herengracht 187 C,1016 BE Amsterdam (Grachtengordel-West),"€2,950 per month",90 m²,90 m²
Apartment Amstelveenseweg 1106 HS,1081 JW Amsterdam (Buitenveldert-West),"€1,750 per month",95 m²,95 m²
House de Ruyterweg 35,8921 KJ Leeuwarden (Cambuursterpad),€995 per month,107 m²,107 m²
Apartment Willem Hubertstraat,5213 SV Den Bosch (De Hinthamerpoort),€985 per month,55 m²,55 m²
House Oskar Nedbalhof,3543 HW Utrecht (Terwijde-West),"€2,650 per month",146 m²,146 m²
Apartment Kloosterdreef,5622 AA Eindhoven (Kronehoef),"€1,350 per month",73 m²,73 m²
Apartment Tamarindestraat,1115 BD Duivendrecht (Duivendrecht),"€1,650 per month",75 m²,75 m²
Apartment Biesboschstraat,1078 MX Amsterdam (Scheldebuurt),"€2,000 per month",70 m²,70 m²
Apartment Herengracht,1017 BX Amsterdam (Grachtengordel-Zuid),"€2,950 per month",145 m²,145 m²
Apartment 's-Gravendijkdreef 273,"1104 DN Amsterdam (Bijlmer Oost (E,G,K))","€1,600 per month",83 m²,83 m²
Apartment IJsselkade,7201 HA Zutphen (Stadskern),€975 per month,70 m²,70 m²
House Boulevard,4701 EW Roosendaal (Centrum-Oud),"€1,160 per month",85 m²,85 m²
Apartment Waterlandplein,1024 LW Amsterdam (Waterlandpleinbuurt),"€1,700 per month",84 m²,84 m²
Apartment Van Baerlestraat,1071 BH Amsterdam (Museumkwartier),"€1,750 per month",78 m²,78 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
Apartment Schouwbroekseweg,5616 NW Eindhoven (Philipsdorp),"€1,800 per month",140 m²,140 m²
Apartment Swammerdamsingel,3112 RE Schiedam (Rotterdamsedijk),€995 per month,60 m²,60 m²
Apartment Dumasstraat,3076 HJ Rotterdam (Lombardijen),€875 per month,70 m²,70 m²
Apartment Nieuwe Rijn,2312 JC Leiden (Pieterswijk),"€1,175 per month",65 m²,65 m²
Apartment Spiraeastraat,2563 SL Den Haag (Heesterbuurt),€950 per month,60 m²,60 m²
Apartment Wandelweg,1521 AH Wormerveer (Wormerveer Zuid),"€1,200 per month",65 m²,65 m²
Apartment Pietersbergweg,1105 BM Amsterdam (Amstel III/Bullewijk),"€1,125 per month",61 m²,61 m²
Apartment Bilderdijkstraat,1053 KR Amsterdam (Van Lennepbuurt),"€1,700 per month",55 m²,55 m²
Apartment Duitslandpad 1,1363 BH Almere (Europakwartier),€950 per month,55 m²,55 m²
Apartment Rie Mastenbroekstraat,2031 VR Haarlem (Sportliedenbuurt),"€1,350 per month",65 m²,65 m²
Apartment Schouw 38 10,8232 AA Lelystad (Schouw),€900 per month,30 m²,30 m²
Apartment Reinier Claeszenstraat 33 E,1056 WE Amsterdam (Geuzenbuurt),"€1,495 per month",58 m²,58 m²
Apartment Leopoldlaan 4,1422 KD Uithoorn (Zijdelwaard),"€1,250 per month",50 m²,50 m²
House Mockveld,6224 JL Maastricht (Scharn),"€2,495 per month",160 m²,160 m²
Room Statensingel,6211 PP Maastricht (Statenkwartier),€535 per month,15 m²,15 m²
Apartment Gubbelstraat,6211 CE Maastricht (Boschstraatkwartier),"€1,525 per month",142 m²,142 m²
Apartment West-Kruiskade,3014 AM Rotterdam (Oude Westen),"€1,150 per month",30 m²,30 m²
Apartment Herenpad,3111 LP Schiedam (Buurt 00),"€3,000 per month",115 m²,115 m²
House Graan voor Visch 18809,2132 GH Hoofddorp (Hoofddorp Graan voor Visch),"€1,750 per month",125 m²,125 m²
Apartment De Clercqstraat,2013 PP Haarlem (Leidsebuurt-west),"€1,100 per month",36 m²,36 m²
Apartment Lange Herenvest 112,2011 BW Haarlem (Burgwal),€875 per month,38 m²,38 m²
Apartment Eerste Van Swindenstraat,1093 GD Amsterdam (Dapperbuurt),"€1,350 per month",60 m²,60 m²
House Professor Gimbrèrelaan,5037 EH Tilburg (Kastelenbuurt Noord),€695 per month,35 m²,35 m²
Room Van Hogendorpstraat,5046 LA Tilburg (Textielbuurt Oost),€400 per month,18 m²,18 m²
Apartment Van Beuningenplein 178,1051 XA Amsterdam (Staatsliedenbuurt),"€2,500 per month",87 m²,87 m²
Apartment Fannius Scholtenstraat 42 H,1051 EZ Amsterdam (Staatsliedenbuurt),"€1,650 per month",70 m²,70 m²
Apartment Rooseveltlaan,1078 NP Amsterdam (Scheldebuurt),"€1,950 per month",50 m²,50 m²
House Nimfenplein,1363 SV Almere (Homeruskwartier),€850 per month,18 m²,18 m²
Apartment Isabellaland,2591 SX Den Haag (Landen),"€1,000 per month",84 m²,84 m²
Apartment Laan Copes van Cattenburch 69 H,2585 EW Den Haag (Archipelbuurt),"€1,850 per month",37 m²,37 m²
Apartment Zwolsestraat 11,2587 TX Den Haag (Belgisch Park),"€5,000 per month",275 m²,275 m²
House Eindstraat,5502 TC Veldhoven (Zeelst),"€1,795 per month",130 m²,130 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Duivenkamp,3607 AA Maarssen (Duivenkamp),"€1,990 per month",123 m²,123 m²
Apartment Hortensialaan 3 C,1702 KC Heerhugowaard (Recreatiebuurt),€975 per month,103 m²,103 m²
Studio Gustav Mahlerlaan,1082 MK Amsterdam (Zuidas),"€1,400 per month",40 m²,40 m²
Studio Baarsjesweg,1058 AD Amsterdam (Westindische Buurt),"€1,600 per month",50 m²,50 m²
Apartment Dikninge,1083 VA Amsterdam (Buitenveldert-Oost),"€1,300 per month",50 m²,50 m²
Apartment Van Lawick van Pabststraat,6814 HK Arnhem (Burgemeesterswijk),"€1,400 per month",86 m²,86 m²
Apartment Slijkstraat,1381 BA Weesp (Centrum),€795 per month,32 m²,32 m²
Apartment Duitslandstraat,1363 BG Almere (Europakwartier),"€1,375 per month",80 m²,80 m²
House Bongerd 24,5988 JV Helden (Helden),€900 per month,111 m²,111 m²
House Oslohaven,1448 KJ Purmerend (Europa),"€1,450 per month",150 m²,150 m²
Apartment Eikendonck,5261 BN Vught (Taalstraat en omgeving),"€1,150 per month",60 m²,60 m²
Apartment Bulgersteyn,3011 AB Rotterdam (Stadsdriehoek),"€1,625 per month",97 m²,97 m²
Apartment Lijnmarkt,"3511 KH Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,195 per month",45 m²,45 m²
Apartment Barendsestraat,2012 VP Haarlem (Rozenprieel-noord),"€1,300 per month",60 m²,60 m²
Apartment Handelsplein,3071 PR Rotterdam (Kop van Zuid - Entrepot),"€1,650 per month",106 m²,106 m²
Apartment Marksingel,4811 NV Breda (Boeimeer),"€1,195 per month",58 m²,58 m²
Apartment Oostvoornsestraat 15 A,3082 SK Rotterdam (Oud Charlois),"€1,500 per month",147 m²,147 m²
Apartment Donkerstraat,"3511 KB Utrecht (Lange Elisabethstraat, Mariaplaats en omgeving)","€1,335 per month",65 m²,65 m²
Apartment Kleine Nobelstraat 82,2513 BZ Den Haag (Kortenbos),"€1,750 per month",101 m²,101 m²
Apartment De Klok,5251 DN Vlijmen (Vlijmen-Dorp),"€1,450 per month",110 m²,110 m²
Apartment Haringkade,2584 EC Den Haag (Visserijbuurt),€960 per month,70 m²,70 m²
Apartment De Clercqstraat 1 F,1053 AA Amsterdam (Da Costabuurt),"€1,700 per month",50 m²,50 m²
House Makassarstraat 75,"3531 VL Utrecht (Laan van Nieuw-Guinea, Spinozaweg e.o.)","€1,650 per month",116 m²,116 m²
Apartment Conradkade,2517 BM Den Haag (Koningsplein en omgeving),"€1,050 per month",70 m²,70 m²
Apartment Stadionweg 156 1,1077 TB Amsterdam (Apollobuurt),"€3,250 per month",120 m²,120 m²
Apartment Maassluisstraat,1062 GS Amsterdam (Westlandgracht),"€1,425 per month",44 m²,44 m²
House Varelseweg,8077 RB Hulshorst (Verspreide huizen Zuiderzeeland Hulshorst),€950 per month,65 m²,65 m²
Apartment Zeilmarkt,4381 BS Vlissingen (Oude Binnenstad),"€1,100 per month",60 m²,60 m²
House Vierwindenstraat,4811 HE Breda (Chassé),"€2,300 per month",200 m²,200 m²
Apartment Jan Hanzenstraat 13 3,1053 SN Amsterdam (Kinkerbuurt),"€1,750 per month",50 m²,50 m²
House Weversbaan 28 A,2352 BZ Leiderdorp (De Baanderij),"€1,850 per month",140 m²,140 m²
House Netelstraat 5,6413 SN Heerlen (Heerlerheide Kom),"€1,600 per month",152 m²,152 m²
Studio Keizersgracht 433 B,1017 DJ Amsterdam (Grachtengordel-Zuid),"€1,500 per month",50 m²,50 m²
Apartment Eemnesserweg,1221 CT Hilversum (Electrobuurt),"€1,085 per month",46 m²,46 m²
Room Sassenstraat,8011 PB Zwolle (Binnenstad-Zuid),€660 per month,25 m²,25 m²
House Dr. Struyckenstraat,4812 BL Breda (Heuvel),"€1,400 per month",130 m²,130 m²
Apartment Messiaenplantsoen,1323 LK Almere (Muziekwijk Zuid),"€1,550 per month",92 m²,92 m²
Room Spruytstraat,3081 XG Rotterdam (Tarwewijk),€775 per month,20 m²,20 m²
Apartment Lopendediep,9712 NW Groningen (Binnenstad-Noord),€850 per month,40 m²,40 m²
House Hondsdrafveld 18,2492 LW Den Haag (De Velden),"€1,950 per month",135 m²,135 m²
Apartment Narcisstraat,3551 ER Utrecht (2e Daalsebuurt en omgeving),"€1,150 per month",40 m²,40 m²
Room Staringstraat,5343 GS Oss (Vondellaan-Zuid),€650 per month,22 m²,22 m²
Apartment Plantijnstraat,2321 JC Leiden (Cronestein),"€1,650 per month",128 m²,128 m²
Apartment Welnastraat 75,1096 GJ Amsterdam (Omval/Overamstel),"€1,200 per month",33 m²,33 m²
Apartment Molenmeent 3,1231 KK Loosdrecht (Oud-Loosdrecht),€740 per month,45 m²,45 m²
Apartment Langestraat 46 C,1211 HA Hilversum (Centrum),"€1,250 per month",63 m²,63 m²
House Onyx,5629 HS Eindhoven (Blixembosch-West),"€1,595 per month",170 m²,170 m²
Apartment Oostmaaslaan,3063 AT Rotterdam (Struisenburg),"€1,500 per month",100 m²,100 m²
Apartment Rumpenerstraat 143 19,6443 CC Brunssum (Rumpener Beemden),€825 per month,83 m²,83 m²
Apartment Rooseveltlaan,1078 NZ Amsterdam (Scheldebuurt),"€2,600 per month",135 m²,135 m²
Apartment Bordeslaan,5223 MX Den Bosch (Paleiskwartier),"€1,475 per month",115 m²,115 m²
Apartment Engelandlaan,2711 DV Zoetermeer (Stadscentrum),€755 per month,49 m²,49 m²
Apartment Aert van der Goesstraat,2582 AH Den Haag (Statenkwartier),€900 per month,30 m²,30 m²
Apartment Woestduinstraat,1059 ST Amsterdam (Hoofddorppleinbuurt),"€1,600 per month",52 m²,52 m²
Apartment Prinsestraat 45 A,2513 CA Den Haag (Kortenbos),"€1,100 per month",50 m²,50 m²
House Winthagen 17,6367 GX Voerendaal (Winthagen),"€1,000 per month",120 m²,120 m²
Apartment Latourlaan,6213 GG Maastricht (Campagne),"€1,350 per month",76 m²,76 m²
Apartment Houtrakgracht,3544 SC Utrecht (Langerak),"€1,550 per month",84 m²,84 m²
Apartment Plantage Middenlaan,1018 DD Amsterdam (Weesperbuurt/Plantage),"€3,500 per month",160 m²,160 m²
Apartment Klaphekkenstraat,5341 CH Oss (Berghemseweg-Zuid),"€1,360 per month",91 m²,91 m²
Apartment Jan Pieterszoon Coenstraat,3531 ET Utrecht (Lombok-West),"€1,295 per month",60 m²,60 m²
